VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020-04-01 06:17:09,2020-04-01 06:23:21,1,2.33,1,N,148,217,2,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-04-01 06:26:15,2020-04-01 06:28:30,1,.76,1,N,217,256,2,4.5,0,0.5,0,0,0.3,5.3,0
2,2020-04-01 06:28:55,2020-04-01 06:47:22,1,4.63,1,N,238,137,1,18,0,0.5,4.26,0,0.3,25.56,2.5
2,2020-04-01 06:55:40,2020-04-01 06:57:56,1,.95,1,N,229,140,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5
1,2020-04-01 06:16:20,2020-04-01 06:19:27,1,.70,1,N,140,140,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-04-01 06:24:00,2020-04-01 06:28:29,1,.90,1,N,262,236,1,5.5,2.5,0.5,1.75,0,0.3,10.55,2.5
1,2020-04-01 06:35:04,2020-04-01 06:44:44,1,2.30,1,N,141,233,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5
1,2020-04-01 06:49:28,2020-04-01 06:52:48,1,1.00,1,N,7,179,2,5,0,0.5,0,0,0.3,5.8,0
1,2020-04-01 06:33:04,2020-04-01 06:42:30,1,2.90,1,N,170,236,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5
1,2020-04-01 06:08:29,2020-04-01 06:11:19,1,.90,1,N,68,230,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2020-04-01 06:34:29,2020-04-01 06:39:37,1,1.80,1,N,186,161,2,7,2.5,0.5,0,0,0.3,10.3,2.5
1,2020-04-01 06:29:10,2020-04-01 06:51:26,1,16.50,1,N,132,17,1,44.5,0,0.5,4.53,0,0.3,49.83,0
2,2020-04-01 07:01:41,2020-04-01 07:09:02,1,3.07,1,N,140,107,2,10.5,0,0.5,0,0,0.3,13.8,2.5
2,2020-04-01 07:27:44,2020-04-01 07:45:12,1,4.03,1,N,237,260,2,15.5,0,0.5,0,0,0.3,18.8,2.5
2,2020-04-01 07:52:48,2020-04-01 08:09:24,1,5.17,1,N,226,107,2,17,0,0.5,0,0,0.3,20.3,2.5
2,2020-04-01 06:05:01,2020-04-01 06:10:35,1,2.70,1,N,107,140,1,9,0,0.5,2.46,0,0.3,14.76,2.5
2,2020-04-01 06:28:02,2020-04-01 06:30:25,1,.84,1,N,107,137,1,4.5,0,0.5,1.5,0,0.3,9.3,2.5
2,2020-04-01 06:32:15,2020-04-01 06:36:59,1,1.87,1,N,137,140,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 06:41:45,2020-04-01 06:44:38,1,.75,1,N,229,162,1,4.5,0,0.5,0.7,0,0.3,8.5,2.5
2,2020-04-01 06:47:16,2020-04-01 06:52:35,1,1.07,1,N,162,137,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 06:58:17,2020-04-01 07:03:53,1,.88,1,N,75,238,2,6,0,0.5,0,0,0.3,6.8,0
1,2020-04-01 06:33:09,2020-04-01 06:39:30,2,2.50,1,N,107,141,1,8.5,2.5,0.5,0,0,0.3,11.8,2.5
1,2020-04-01 06:35:03,2020-04-01 06:36:48,1,.40,1,Y,48,163,2,3.5,2.5,0.5,0,0,0.3,6.8,2.5
1,2020-04-01 06:41:49,2020-04-01 06:45:05,1,.90,1,Y,48,246,2,5,2.5,0.5,0,0,0.3,8.3,2.5
1,2020-04-01 06:51:41,2020-04-01 06:57:36,1,2.30,1,Y,249,43,1,8,2.5,0.5,3.35,0,0.3,14.65,2.5
1,2020-04-01 06:33:30,2020-04-01 06:42:47,1,2.40,1,N,186,229,1,10,2.5,0.5,1.7,0,0.3,15,2.5
2,2020-04-01 06:26:19,2020-04-01 06:33:14,1,1.91,1,N,75,238,2,8,0,0.5,0,0,0.3,8.8,0
2,2020-04-01 06:35:05,2020-04-01 06:47:36,1,4.52,1,N,238,244,1,16,0,0.5,3.86,0,0.3,23.16,2.5
2,2020-04-01 06:31:30,2020-04-01 06:35:12,1,.83,1,N,162,161,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 06:41:17,2020-04-01 06:46:51,1,1.19,1,N,162,170,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-04-01 06:59:10,2020-04-01 07:07:50,1,1.95,1,N,162,140,1,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-04-01 06:40:42,2020-04-01 06:49:30,1,3.93,1,N,262,137,2,13,0,0.5,0,0,0.3,16.3,2.5
2,2020-04-01 06:55:19,2020-04-01 07:01:47,1,2.55,1,N,107,140,2,8.5,0,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 06:09:04,2020-04-01 06:18:57,1,3.18,1,N,100,151,1,11,0,0.5,2.86,0,0.3,17.16,2.5
2,2020-04-01 06:27:33,2020-04-01 06:40:37,1,3.27,1,N,41,244,1,13,0,0.5,0,0,0.3,15.75,0
2,2020-04-01 06:56:15,2020-04-01 07:00:01,1,.56,1,N,75,75,1,4.5,0,0.5,1.06,0,0.3,6.36,0
1,2020-04-01 06:19:14,2020-04-01 06:21:04,1,.00,1,N,161,161,1,2.5,2.5,0.5,0.87,0,0.3,6.67,2.5
1,2020-04-01 06:10:17,2020-04-01 06:33:53,2,5.90,1,N,143,83,2,21.5,2.5,0.5,0,0,0.3,24.8,2.5
2,2020-04-01 06:09:36,2020-04-01 06:15:58,1,1.15,1,N,238,166,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,2020-04-01 06:27:26,2020-04-01 06:35:25,1,1.44,1,N,238,75,1,8,0,0.5,3.39,0,0.3,14.69,2.5
2,2020-04-01 06:36:52,2020-04-01 06:47:43,1,3.62,1,N,75,42,1,13,0,0.5,0,0,0.3,13.8,0
2,2020-04-01 06:02:27,2020-04-01 06:05:49,1,1.71,1,N,238,142,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5
2,2020-04-01 06:18:29,2020-04-01 06:21:47,1,.97,1,N,238,166,3,-5,0,-0.5,0,0,-0.3,-5.8,0
2,2020-04-01 06:18:29,2020-04-01 06:21:47,1,.97,1,N,238,166,2,5,0,0.5,0,0,0.3,5.8,0
2,2020-04-01 06:48:22,2020-04-01 06:57:26,1,2.70,1,N,41,43,1,10,0,0.5,3.99,0,0.3,19.24,2.5
2,2020-04-01 06:32:01,2020-04-01 06:46:57,1,5.60,1,N,7,75,2,17.5,0,0.5,0,0,0.3,20.8,2.5
2,2020-04-01 06:52:50,2020-04-01 07:03:28,1,3.77,1,N,75,170,2,12.5,0,0.5,0,0,0.3,15.8,2.5
2,2020-04-01 06:23:16,2020-04-01 06:52:00,1,10.96,1,N,249,91,1,33.5,0,0.5,3,0,0.3,39.8,2.5
2,2020-04-01 05:55:46,2020-04-01 06:21:28,1,2.59,1,N,68,186,2,18,0,0.5,0,0,0.3,21.3,2.5
2,2020-04-01 06:55:04,2020-04-01 07:10:21,1,9.76,1,N,75,231,2,27.5,0,0.5,0,0,0.3,30.8,2.5
1,2020-04-01 06:52:52,2020-04-01 06:55:45,1,.60,1,N,239,142,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5
2,2020-04-01 06:35:00,2020-04-01 06:38:48,1,.89,1,N,233,161,1,5,0,0.5,2.49,0,0.3,10.79,2.5
1,2020-04-01 06:00:07,2020-04-01 06:11:16,1,2.10,1,N,141,230,1,10,2.5,0.5,2.65,0,0.3,15.95,2.5
1,2020-04-01 06:25:19,2020-04-01 06:32:37,1,1.70,1,N,238,75,2,8,0,0.5,0,0,0.3,8.8,0
1,2020-04-01 06:35:21,2020-04-01 06:47:54,1,4.20,1,N,75,100,2,14,2.5,0.5,0,0,0.3,17.3,2.5
1,2020-04-01 06:25:36,2020-04-01 06:34:33,1,1.70,1,N,68,137,2,8.5,2.5,0.5,0,0,0.3,11.8,2.5
1,2020-04-01 06:50:48,2020-04-01 06:53:00,1,.50,1,N,170,100,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-04-01 06:45:32,2020-04-01 06:49:36,1,.70,1,N,90,137,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5
1,2020-04-01 06:54:20,2020-04-01 06:57:17,1,1.10,1,N,107,162,1,5,2.5,0.5,1.66,0,0.3,9.96,2.5
2,2020-04-01 06:34:37,2020-04-01 06:39:21,1,1.20,1,N,100,142,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-04-01 06:03:04,2020-04-01 06:09:55,6,1.45,1,N,48,170,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
2,2020-04-01 06:21:54,2020-04-01 06:39:56,6,10.30,1,N,107,244,1,30,0,0.5,5,0,0.3,38.3,2.5
1,2020-04-01 06:18:19,2020-04-01 06:40:56,1,.00,1,N,182,48,1,32.2,0,0.5,0,0,0.3,33,0
1,2020-04-01 06:18:18,2020-04-01 06:19:37,1,.60,1,N,107,137,1,4,2.5,0.5,2,0,0.3,9.3,2.5
1,2020-04-01 06:34:57,2020-04-01 06:41:33,1,2.80,1,N,107,141,1,9.5,2.5,0.5,0.01,0,0.3,12.81,2.5
2,2020-04-01 06:55:51,2020-04-01 07:01:46,1,1.17,1,N,263,140,1,6.5,0,0.5,1,0,0.3,10.8,2.5
1,2020-04-01 06:53:49,2020-04-01 07:00:45,1,1.80,1,N,237,100,1,7.5,2.5,0.5,2.16,0,0.3,12.96,2.5
1,2020-04-01 06:15:01,2020-04-01 06:19:15,0,1.10,1,N,237,236,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 06:24:22,2020-04-01 06:26:21,0,.40,1,N,75,75,2,3.5,0,0.5,0,0,0.3,4.3,0
1,2020-04-01 06:38:55,2020-04-01 06:52:46,0,3.70,1,N,263,186,1,14,2.5,0.5,3.45,0,0.3,20.75,2.5
1,2020-04-01 06:58:01,2020-04-01 07:04:43,0,1.10,1,N,100,170,1,6.5,2.5,0.5,2.9,0,0.3,12.7,2.5
1,2020-04-01 06:15:43,2020-04-01 06:19:07,1,.40,1,N,141,140,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-04-01 06:29:36,2020-04-01 06:32:44,1,.80,1,N,262,140,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-04-01 06:40:47,2020-04-01 06:44:30,1,1.60,1,N,141,75,1,6.5,2.5,0.5,1.95,0,0.3,11.75,2.5
1,2020-04-01 06:48:05,2020-04-01 06:53:40,1,1.30,1,N,236,140,1,6.5,2.5,0.5,2.45,0,0.3,12.25,2.5
1,2020-04-01 06:21:01,2020-04-01 06:26:32,1,1.10,1,N,43,263,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 06:52:22,2020-04-01 07:00:15,1,1.30,1,N,24,42,1,7.5,0,0.5,1.65,0,0.3,9.95,0
2,2020-04-01 06:24:44,2020-04-01 06:29:29,1,1.07,1,N,100,233,1,6,0,0.5,1.86,0,0.3,11.16,2.5
2,2020-04-01 06:36:02,2020-04-01 06:41:17,1,1.26,1,N,170,68,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 06:42:55,2020-04-01 06:53:08,1,1.15,1,N,68,170,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5
1,2020-04-01 06:42:51,2020-04-01 06:51:14,1,1.90,1,N,170,140,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
1,2020-04-01 06:59:53,2020-04-01 07:23:09,1,1.30,1,N,233,137,1,15,2.5,0.5,3,0,0.3,21.3,2.5
1,2020-04-01 06:16:06,2020-04-01 06:26:22,1,2.60,1,N,263,161,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5
1,2020-04-01 06:02:24,2020-04-01 06:10:54,1,2.00,1,N,141,75,1,9,2.5,0.5,3.05,0,0.3,15.35,2.5
1,2020-04-01 06:19:45,2020-04-01 06:25:24,1,1.60,1,N,263,140,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,2020-04-01 06:36:40,2020-04-01 06:42:28,1,1.50,1,N,48,186,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
1,2020-04-01 06:43:40,2020-04-01 06:49:20,1,1.10,1,N,186,170,1,6,2.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 06:31:04,2020-04-01 06:44:13,1,4.35,1,N,186,43,1,14,0,0.5,0,0,0.3,17.3,2.5
1,2020-04-01 06:17:32,2020-04-01 06:30:47,1,3.20,1,N,170,125,1,12.5,2.5,0.5,0,0,0.3,15.8,2.5
1,2020-04-01 06:53:43,2020-04-01 06:55:54,1,.50,1,N,68,68,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-04-01 06:48:57,2020-04-01 06:55:54,1,2.10,1,N,75,140,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
1,2020-04-01 06:49:40,2020-04-01 06:52:26,1,1.10,1,N,262,140,1,5,2.5,0.5,1.25,0,0.3,9.55,2.5
2,2020-04-01 06:40:55,2020-04-01 06:53:21,2,6.37,1,N,168,170,2,19,0,0.5,0,0,0.3,22.3,2.5
2,2020-04-01 06:43:11,2020-04-01 06:49:39,1,2.15,1,N,75,163,2,8,0,0.5,0,0,0.3,11.3,2.5
2,2020-04-01 06:50:36,2020-04-01 07:06:36,1,3.99,1,N,162,260,1,15.5,0,0.5,3.76,0,0.3,22.56,2.5
2,2020-04-01 06:42:14,2020-04-01 06:43:59,2,.80,1,N,229,140,1,4,0,0.5,1.46,0,0.3,8.76,2.5
2,2020-04-01 06:57:20,2020-04-01 07:01:18,1,1.90,1,N,236,170,1,7,0,0.5,1.03,0,0.3,13.28,2.5
2,2020-04-01 06:18:34,2020-04-01 06:27:46,3,2.97,1,N,107,236,1,10.5,0,0.5,3.45,0,0.3,17.25,2.5
2,2020-04-01 06:21:02,2020-04-01 06:33:21,1,5.25,1,N,236,107,1,16.5,0,0.5,1.98,0,0.3,21.78,2.5
2,2020-04-01 06:40:54,2020-04-01 06:47:05,1,1.49,1,N,170,140,1,7,0,0.5,2.06,0,0.3,12.36,2.5
1,2020-04-01 06:36:46,2020-04-01 06:41:52,1,1.10,1,N,263,75,2,6,2.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 06:17:15,2020-04-01 06:27:24,3,2.70,1,N,164,140,1,10.5,0,0.5,4.14,0,0.3,17.94,2.5
2,2020-04-01 06:43:15,2020-04-01 06:54:35,3,4.39,1,N,236,137,1,14.5,0,0.5,3,0,0.3,20.8,2.5
2,2020-04-01 06:14:35,2020-04-01 06:20:08,1,1.40,1,N,262,237,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 06:39:22,2020-04-01 06:50:22,1,4.41,1,N,140,113,1,14.5,0,0.5,3.56,0,0.3,21.36,2.5
2,2020-04-01 06:54:11,2020-04-01 07:03:22,1,2.46,1,N,79,48,1,10,0,0.5,1.58,0,0.3,14.88,2.5
1,2020-04-01 06:13:52,2020-04-01 06:19:28,1,1.40,1,N,239,237,1,6.5,2.5,0.5,0,0,0.3,9.8,2.5
